Comunidades y Ciudades Autónomas;Periodo;Total
15 Navarra, Comunidad Foral de;1983M03;310
15 Navarra, Comunidad Foral de;1983M02;373
15 Navarra, Comunidad Foral de;1983M01;433
15 Navarra, Comunidad Foral de;1982M12;459
15 Navarra, Comunidad Foral de;1982M11;386
15 Navarra, Comunidad Foral de;1982M10;340
15 Navarra, Comunidad Foral de;1982M09;296
15 Navarra, Comunidad Foral de;1982M08;307
15 Navarra, Comunidad Foral de;1982M07;331
15 Navarra, Comunidad Foral de;1982M06;297
15 Navarra, Comunidad Foral de;1982M05;364
15 Navarra, Comunidad Foral de;1982M04;328
15 Navarra, Comunidad Foral de;1982M03;361
15 Navarra, Comunidad Foral de;1982M02;312
15 Navarra, Comunidad Foral de;1982M01;330
15 Navarra, Comunidad Foral de;1981M12;359
15 Navarra, Comunidad Foral de;1981M11;357
15 Navarra, Comunidad Foral de;1981M10;338
15 Navarra, Comunidad Foral de;1981M09;277
15 Navarra, Comunidad Foral de;1981M08;313
15 Navarra, Comunidad Foral de;1981M07;310
15 Navarra, Comunidad Foral de;1981M06;305
15 Navarra, Comunidad Foral de;1981M05;341
15 Navarra, Comunidad Foral de;1981M04;318
15 Navarra, Comunidad Foral de;1981M03;349
15 Navarra, Comunidad Foral de;1981M02;357
15 Navarra, Comunidad Foral de;1981M01;495
15 Navarra, Comunidad Foral de;1980M12;501
15 Navarra, Comunidad Foral de;1980M11;363
15 Navarra, Comunidad Foral de;1980M10;327
15 Navarra, Comunidad Foral de;1980M09;296
15 Navarra, Comunidad Foral de;1980M08;270
15 Navarra, Comunidad Foral de;1980M07;357
15 Navarra, Comunidad Foral de;1980M06;315
15 Navarra, Comunidad Foral de;1980M05;362
15 Navarra, Comunidad Foral de;1980M04;313
15 Navarra, Comunidad Foral de;1980M03;339
15 Navarra, Comunidad Foral de;1980M02;312
15 Navarra, Comunidad Foral de;1980M01;388
15 Navarra, Comunidad Foral de;1979M12;363
15 Navarra, Comunidad Foral de;1979M11;307
15 Navarra, Comunidad Foral de;1979M10;338
15 Navarra, Comunidad Foral de;1979M09;313
15 Navarra, Comunidad Foral de;1979M08;350
15 Navarra, Comunidad Foral de;1979M07;356
15 Navarra, Comunidad Foral de;1979M06;287
15 Navarra, Comunidad Foral de;1979M05;292
15 Navarra, Comunidad Foral de;1979M04;357
15 Navarra, Comunidad Foral de;1979M03;363
15 Navarra, Comunidad Foral de;1979M02;372
15 Navarra, Comunidad Foral de;1979M01;395
15 Navarra, Comunidad Foral de;1978M12;396
15 Navarra, Comunidad Foral de;1978M11;362
15 Navarra, Comunidad Foral de;1978M10;354
15 Navarra, Comunidad Foral de;1978M09;320
15 Navarra, Comunidad Foral de;1978M08;338
15 Navarra, Comunidad Foral de;1978M07;372
15 Navarra, Comunidad Foral de;1978M06;247
15 Navarra, Comunidad Foral de;1978M05;339
15 Navarra, Comunidad Foral de;1978M04;340
15 Navarra, Comunidad Foral de;1978M03;325
15 Navarra, Comunidad Foral de;1978M02;372
15 Navarra, Comunidad Foral de;1978M01;396
15 Navarra, Comunidad Foral de;1977M12;356
15 Navarra, Comunidad Foral de;1977M11;316
15 Navarra, Comunidad Foral de;1977M10;335
15 Navarra, Comunidad Foral de;1977M09;304
15 Navarra, Comunidad Foral de;1977M08;317
15 Navarra, Comunidad Foral de;1977M07;338
15 Navarra, Comunidad Foral de;1977M06;281
15 Navarra, Comunidad Foral de;1977M05;340
15 Navarra, Comunidad Foral de;1977M04;452
15 Navarra, Comunidad Foral de;1977M03;433
15 Navarra, Comunidad Foral de;1977M02;313
15 Navarra, Comunidad Foral de;1977M01;398
15 Navarra, Comunidad Foral de;1976M12;426
15 Navarra, Comunidad Foral de;1976M11;365
15 Navarra, Comunidad Foral de;1976M10;335
15 Navarra, Comunidad Foral de;1976M09;306
15 Navarra, Comunidad Foral de;1976M08;299
15 Navarra, Comunidad Foral de;1976M07;329
15 Navarra, Comunidad Foral de;1976M06;350
15 Navarra, Comunidad Foral de;1976M05;339
15 Navarra, Comunidad Foral de;1976M04;343
15 Navarra, Comunidad Foral de;1976M03;392
15 Navarra, Comunidad Foral de;1976M02;364
15 Navarra, Comunidad Foral de;1976M01;412
15 Navarra, Comunidad Foral de;1975M12;409
15 Navarra, Comunidad Foral de;1975M11;331
15 Navarra, Comunidad Foral de;1975M10;340
15 Navarra, Comunidad Foral de;1975M09;307
15 Navarra, Comunidad Foral de;1975M08;341
15 Navarra, Comunidad Foral de;1975M07;349
15 Navarra, Comunidad Foral de;1975M06;293
15 Navarra, Comunidad Foral de;1975M05;373
15 Navarra, Comunidad Foral de;1975M04;365
15 Navarra, Comunidad Foral de;1975M03;367
15 Navarra, Comunidad Foral de;1975M02;375
15 Navarra, Comunidad Foral de;1975M01;515
14 Murcia, Región de;2018M12;910
14 Murcia, Región de;2018M11;854
14 Murcia, Región de;2018M10;876
14 Murcia, Región de;2018M09;773
14 Murcia, Región de;2018M08;888
14 Murcia, Región de;2018M07;899
14 Murcia, Región de;2018M06;842
14 Murcia, Región de;2018M05;848
14 Murcia, Región de;2018M04;904
14 Murcia, Región de;2018M03;1038
14 Murcia, Región de;2018M02;1089
14 Murcia, Región de;2018M01;1406
14 Murcia, Región de;2017M12;1225
14 Murcia, Región de;2017M11;874
14 Murcia, Región de;2017M10;892
14 Murcia, Región de;2017M09;812
14 Murcia, Región de;2017M08;881
14 Murcia, Región de;2017M07;916
14 Murcia, Región de;2017M06;871
14 Murcia, Región de;2017M05;890
14 Murcia, Región de;2017M04;868
14 Murcia, Región de;2017M03;981
14 Murcia, Región de;2017M02;1049
14 Murcia, Región de;2017M01;1263
14 Murcia, Región de;2016M12;1014
14 Murcia, Región de;2016M11;911
14 Murcia, Región de;2016M10;860
14 Murcia, Región de;2016M09;763
14 Murcia, Región de;2016M08;833
14 Murcia, Región de;2016M07;820
14 Murcia, Región de;2016M06;831
14 Murcia, Región de;2016M05;830
14 Murcia, Región de;2016M04;920
14 Murcia, Región de;2016M03;105
14 Murcia, Región de;2016M02;962
14 Murcia, Región de;2016M01;1073
14 Murcia, Región de;2015M12;1015
14 Murcia, Región de;2015M11;851
14 Murcia, Región de;2015M10;836
14 Murcia, Región de;2015M09;769
14 Murcia, Región de;2015M08;923
14 Murcia, Región de;2015M07;875
14 Murcia, Región de;2015M06;784
14 Murcia, Región de;2015M05;853
14 Murcia, Región de;2015M04;831
14 Murcia, Región de;2015M03;1047
14 Murcia, Región de;2015M02;1191
14 Murcia, Región de;2015M01;1258
14 Murcia, Región de;2014M12;969
14 Murcia, Región de;2014M11;848
14 Murcia, Región de;2014M10;847
14 Murcia, Región de;2014M09;775
14 Murcia, Región de;2014M08;865
14 Murcia, Región de;2014M07;839
14 Murcia, Región de;2014M06;755
14 Murcia, Región de;2014M05;762
14 Murcia, Región de;2014M04;795
14 Murcia, Región de;2014M03;914
14 Murcia, Región de;2014M02;946
14 Murcia, Región de;2014M01;1082
14 Murcia, Región de;2013M12;989
14 Murcia, Región de;2013M11;847
14 Murcia, Región de;2013M10;767
14 Murcia, Región de;2013M09;755
14 Murcia, Región de;2013M08;762
14 Murcia, Región de;2013M07;807
14 Murcia, Región de;2013M06;781
14 Murcia, Región de;2013M05;775
14 Murcia, Región de;2013M04;810
14 Murcia, Región de;2013M03;977
14 Murcia, Región de;2013M02;906
14 Murcia, Región de;2013M01;939
14 Murcia, Región de;2012M12;926
14 Murcia, Región de;2012M11;838
14 Murcia, Región de;2012M10;762
14 Murcia, Región de;2012M09;765
14 Murcia, Región de;2012M08;784
14 Murcia, Región de;2012M07;783
14 Murcia, Región de;2012M06;753
14 Murcia, Región de;2012M05;850
14 Murcia, Región de;2012M04;899
14 Murcia, Región de;2012M03;1001
14 Murcia, Región de;2012M02;1291
14 Murcia, Región de;2012M01;1028
14 Murcia, Región de;2011M12;965
14 Murcia, Región de;2011M11;833
14 Murcia, Región de;2011M10;842
14 Murcia, Región de;2011M09;752
14 Murcia, Región de;2011M08;791
14 Murcia, Región de;2011M07;777
14 Murcia, Región de;2011M06;775
14 Murcia, Región de;2011M05;766
14 Murcia, Región de;2011M04;800
14 Murcia, Región de;2011M03;967
14 Murcia, Región de;2011M02;944
14 Murcia, Región de;2011M01;985
14 Murcia, Región de;2010M12;948
14 Murcia, Región de;2010M11;836
14 Murcia, Región de;2010M10;762
14 Murcia, Región de;2010M09;725
14 Murcia, Región de;2010M08;780
14 Murcia, Región de;2010M07;814
14 Murcia, Región de;2010M06;765
14 Murcia, Región de;2010M05;768
14 Murcia, Región de;2010M04;815
14 Murcia, Región de;2010M03;886
14 Murcia, Región de;2010M02;885
14 Murcia, Región de;2010M01;992
14 Murcia, Región de;2009M12;959
14 Murcia, Región de;2009M11;818
14 Murcia, Región de;2009M10;825
14 Murcia, Región de;2009M09;722
14 Murcia, Región de;2009M08;790
14 Murcia, Región de;2009M07;847
14 Murcia, Región de;2009M06;784
14 Murcia, Región de;2009M05;819
14 Murcia, Región de;2009M04;802
14 Murcia, Región de;2009M03;892
14 Murcia, Región de;2009M02;915
14 Murcia, Región de;2009M01;1158
14 Murcia, Región de;2008M12;1039
14 Murcia, Región de;2008M11;870
14 Murcia, Región de;2008M10;791
14 Murcia, Región de;2008M09;732
14 Murcia, Región de;2008M08;778
14 Murcia, Región de;2008M07;817
14 Murcia, Región de;2008M06;768
14 Murcia, Región de;2008M05;836
14 Murcia, Región de;2008M04;895
14 Murcia, Región de;2008M03;982
14 Murcia, Región de;2008M02;883
14 Murcia, Región de;2008M01;1008
14 Murcia, Región de;2007M12;905
14 Murcia, Región de;2007M11;843
14 Murcia, Región de;2007M10;845
14 Murcia, Región de;2007M09;704
14 Murcia, Región de;2007M08;765
14 Murcia, Región de;2007M07;788
14 Murcia, Región de;2007M06;774
14 Murcia, Región de;2007M05;818
14 Murcia, Región de;2007M04;847
14 Murcia, Región de;2007M03;875
14 Murcia, Región de;2007M02;863
14 Murcia, Región de;2007M01;1045
14 Murcia, Región de;2006M12;900
14 Murcia, Región de;2006M11;790
14 Murcia, Región de;2006M10;760
14 Murcia, Región de;2006M09;719
14 Murcia, Región de;2006M08;753
14 Murcia, Región de;2006M07;810
14 Murcia, Región de;2006M06;711
14 Murcia, Región de;2006M05;736
14 Murcia, Región de;2006M04;787
14 Murcia, Región de;2006M03;943
14 Murcia, Región de;2006M02;837
14 Murcia, Región de;2006M01;962
14 Murcia, Región de;2005M12;874
14 Murcia, Región de;2005M11;757
14 Murcia, Región de;2005M10;708
14 Murcia, Región de;2005M09;681
14 Murcia, Región de;2005M08;682
14 Murcia, Región de;2005M07;766
14 Murcia, Región de;2005M06;742
14 Murcia, Región de;2005M05;712
14 Murcia, Región de;2005M04;793
14 Murcia, Región de;2005M03;966
14 Murcia, Región de;2005M02;996
14 Murcia, Región de;2005M01;1265
14 Murcia, Región de;2004M12;936
14 Murcia, Región de;2004M11;810
14 Murcia, Región de;2004M10;738
14 Murcia, Región de;2004M09;659
14 Murcia, Región de;2004M08;729
14 Murcia, Región de;2004M07;770
14 Murcia, Región de;2004M06;764
14 Murcia, Región de;2004M05;776
14 Murcia, Región de;2004M04;814
14 Murcia, Región de;2004M03;881
14 Murcia, Región de;2004M02;779
14 Murcia, Región de;2004M01;939
14 Murcia, Región de;2003M12;926
14 Murcia, Región de;2003M11;806
14 Murcia, Región de;2003M10;706
14 Murcia, Región de;2003M09;704
14 Murcia, Región de;2003M08;810
14 Murcia, Región de;2003M07;843
14 Murcia, Región de;2003M06;810
14 Murcia, Región de;2003M05;757
14 Murcia, Región de;2003M04;789
14 Murcia, Región de;2003M03;799
14 Murcia, Región de;2003M02;842
14 Murcia, Región de;2003M01;912
14 Murcia, Región de;2002M12;835
14 Murcia, Región de;2002M11;718
14 Murcia, Región de;2002M10;683
14 Murcia, Región de;2002M09;662
14 Murcia, Región de;2002M08;696
14 Murcia, Región de;2002M07;710
14 Murcia, Región de;2002M06;684
14 Murcia, Región de;2002M05;740
14 Murcia, Región de;2002M04;813
14 Murcia, Región de;2002M03;918
14 Murcia, Región de;2002M02;933
14 Murcia, Región de;2002M01;1049
14 Murcia, Región de;2001M12;870
14 Murcia, Región de;2001M11;781
14 Murcia, Región de;2001M10;684
14 Murcia, Región de;2001M09;641
14 Murcia, Región de;2001M08;752
14 Murcia, Región de;2001M07;748
14 Murcia, Región de;2001M06;733
14 Murcia, Región de;2001M05;791
14 Murcia, Región de;2001M04;788
14 Murcia, Región de;2001M03;766
14 Murcia, Región de;2001M02;758
14 Murcia, Región de;2001M01;833
14 Murcia, Región de;2000M12;828
14 Murcia, Región de;2000M11;764
14 Murcia, Región de;2000M10;692
14 Murcia, Región de;2000M09;655
14 Murcia, Región de;2000M08;756
14 Murcia, Región de;2000M07;683
14 Murcia, Región de;2000M06;621
14 Murcia, Región de;2000M05;742
14 Murcia, Región de;2000M04;722
14 Murcia, Región de;2000M03;788
14 Murcia, Región de;2000M02;812
14 Murcia, Región de;2000M01;1141
14 Murcia, Región de;1999M12;906
14 Murcia, Región de;1999M11;774
14 Murcia, Región de;1999M10;711
14 Murcia, Región de;1999M09;654
14 Murcia, Región de;1999M08;797
14 Murcia, Región de;1999M07;717
14 Murcia, Región de;1999M06;612
14 Murcia, Región de;1999M05;716
14 Murcia, Región de;1999M04;742
14 Murcia, Región de;1999M03;897
14 Murcia, Región de;1999M02;1187
14 Murcia, Región de;1999M01;979
14 Murcia, Región de;1998M12;868
14 Murcia, Región de;1998M11;690
14 Murcia, Región de;1998M10;670
14 Murcia, Región de;1998M09;648
14 Murcia, Región de;1998M08;693
14 Murcia, Región de;1998M07;766
14 Murcia, Región de;1998M06;628
14 Murcia, Región de;1998M05;700
14 Murcia, Región de;1998M04;696
14 Murcia, Región de;1998M03;818
14 Murcia, Región de;1998M02;898
14 Murcia, Región de;1998M01;985
14 Murcia, Región de;1997M12;833
14 Murcia, Región de;1997M11;741
14 Murcia, Región de;1997M10;682
14 Murcia, Región de;1997M09;620
14 Murcia, Región de;1997M08;649
14 Murcia, Región de;1997M07;677
14 Murcia, Región de;1997M06;698
14 Murcia, Región de;1997M05;705
14 Murcia, Región de;1997M04;716
14 Murcia, Región de;1997M03;799
14 Murcia, Región de;1997M02;754
14 Murcia, Región de;1997M01;990
14 Murcia, Región de;1996M12;838
14 Murcia, Región de;1996M11;666
14 Murcia, Región de;1996M10;645
14 Murcia, Región de;1996M09;611
14 Murcia, Región de;1996M08;669
14 Murcia, Región de;1996M07;677
14 Murcia, Región de;1996M06;688
14 Murcia, Región de;1996M05;664
14 Murcia, Región de;1996M04;726
14 Murcia, Región de;1996M03;798
14 Murcia, Región de;1996M02;772
14 Murcia, Región de;1996M01;827
14 Murcia, Región de;1995M12;799
14 Murcia, Región de;1995M11;645
14 Murcia, Región de;1995M10;645
14 Murcia, Región de;1995M09;592
14 Murcia, Región de;1995M08;696
14 Murcia, Región de;1995M07;749
14 Murcia, Región de;1995M06;594
14 Murcia, Región de;1995M05;661
14 Murcia, Región de;1995M04;720
14 Murcia, Región de;1995M03;741
14 Murcia, Región de;1995M02;736
14 Murcia, Región de;1995M01;835
14 Murcia, Región de;1994M12;740
14 Murcia, Región de;1994M11;642
14 Murcia, Región de;1994M10;671
14 Murcia, Región de;1994M09;629
14 Murcia, Región de;1994M08;708
14 Murcia, Región de;1994M07;812
14 Murcia, Región de;1994M06;649
14 Murcia, Región de;1994M05;671
14 Murcia, Región de;1994M04;662
14 Murcia, Región de;1994M03;695
14 Murcia, Región de;1994M02;681
14 Murcia, Región de;1994M01;933
14 Murcia, Región de;1993M12;852
14 Murcia, Región de;1993M11;678
14 Murcia, Región de;1993M10;720
14 Murcia, Región de;1993M09;575
14 Murcia, Región de;1993M08;672
14 Murcia, Región de;1993M07;680
14 Murcia, Región de;1993M06;638
14 Murcia, Región de;1993M05;638
14 Murcia, Región de;1993M04;656
14 Murcia, Región de;1993M03;814
14 Murcia, Región de;1993M02;738
14 Murcia, Región de;1993M01;821
14 Murcia, Región de;1992M12;731
14 Murcia, Región de;1992M11;650
14 Murcia, Región de;1992M10;748
14 Murcia, Región de;1992M09;510
14 Murcia, Región de;1992M08;672
14 Murcia, Región de;1992M07;648
14 Murcia, Región de;1992M06;578
14 Murcia, Región de;1992M05;643
14 Murcia, Región de;1992M04;699
14 Murcia, Región de;1992M03;752
14 Murcia, Región de;1992M02;752
14 Murcia, Región de;1992M01;881
14 Murcia, Región de;1991M12;788
14 Murcia, Región de;1991M11;679
14 Murcia, Región de;1991M10;694
14 Murcia, Región de;1991M09;574
14 Murcia, Región de;1991M08;627
14 Murcia, Región de;1991M07;737
14 Murcia, Región de;1991M06;673
14 Murcia, Región de;1991M05;639
14 Murcia, Región de;1991M04;739
14 Murcia, Región de;1991M03;731
14 Murcia, Región de;1991M02;797
14 Murcia, Región de;1991M01;802
14 Murcia, Región de;1990M12;824
14 Murcia, Región de;1990M11;657
14 Murcia, Región de;1990M10;662
14 Murcia, Región de;1990M09;598
14 Murcia, Región de;1990M08;726
14 Murcia, Región de;1990M07;659
14 Murcia, Región de;1990M06;585
14 Murcia, Región de;1990M05;651
14 Murcia, Región de;1990M04;683
14 Murcia, Región de;1990M03;761
14 Murcia, Región de;1990M02;793
14 Murcia, Región de;1990M01;953
14 Murcia, Región de;1989M12;774
14 Murcia, Región de;1989M11;641
14 Murcia, Región de;1989M10;679
14 Murcia, Región de;1989M09;590
14 Murcia, Región de;1989M08;722
14 Murcia, Región de;1989M07;667
14 Murcia, Región de;1989M06;622
14 Murcia, Región de;1989M05;682
14 Murcia, Región de;1989M04;675
14 Murcia, Región de;1989M03;709
14 Murcia, Región de;1989M02;744
14 Murcia, Región de;1989M01;903
14 Murcia, Región de;1988M12;812
14 Murcia, Región de;1988M11;624
14 Murcia, Región de;1988M10;614
14 Murcia, Región de;1988M09;601
14 Murcia, Región de;1988M08;649
14 Murcia, Región de;1988M07;659
14 Murcia, Región de;1988M06;545
14 Murcia, Región de;1988M05;557
14 Murcia, Región de;1988M04;610
14 Murcia, Región de;1988M03;775
14 Murcia, Región de;1988M02;642
14 Murcia, Región de;1988M01;753
14 Murcia, Región de;1987M12;727
14 Murcia, Región de;1987M11;673
14 Murcia, Región de;1987M10;595
14 Murcia, Región de;1987M09;574
14 Murcia, Región de;1987M08;577
14 Murcia, Región de;1987M07;578
14 Murcia, Región de;1987M06;553
14 Murcia, Región de;1987M05;598
14 Murcia, Región de;1987M04;628
14 Murcia, Región de;1987M03;659
14 Murcia, Región de;1987M02;644
14 Murcia, Región de;1987M01;770
14 Murcia, Región de;1986M12;695
14 Murcia, Región de;1986M11;641
14 Murcia, Región de;1986M10;532
14 Murcia, Región de;1986M09;496
14 Murcia, Región de;1986M08;671
14 Murcia, Región de;1986M07;602
14 Murcia, Región de;1986M06;554
14 Murcia, Región de;1986M05;600
14 Murcia, Región de;1986M04;628
14 Murcia, Región de;1986M03;692
14 Murcia, Región de;1986M02;759
14 Murcia, Región de;1986M01;909
14 Murcia, Región de;1985M12;781
14 Murcia, Región de;1985M11;634
14 Murcia, Región de;1985M10;615
14 Murcia, Región de;1985M09;549
14 Murcia, Región de;1985M08;625
14 Murcia, Región de;1985M07;688
14 Murcia, Región de;1985M06;569
14 Murcia, Región de;1985M05;593
14 Murcia, Región de;1985M04;647
14 Murcia, Región de;1985M03;704
14 Murcia, Región de;1985M02;694
14 Murcia, Región de;1985M01;856
14 Murcia, Región de;1984M12;656
14 Murcia, Región de;1984M11;624
14 Murcia, Región de;1984M10;580
14 Murcia, Región de;1984M09;540
14 Murcia, Región de;1984M08;544
14 Murcia, Región de;1984M07;705
14 Murcia, Región de;1984M06;621
14 Murcia, Región de;1984M05;625
14 Murcia, Región de;1984M04;633
14 Murcia, Región de;1984M03;738
14 Murcia, Región de;1984M02;655
14 Murcia, Región de;1984M01;747
14 Murcia, Región de;1983M12;709
14 Murcia, Región de;1983M11;608
14 Murcia, Región de;1983M10;550
14 Murcia, Región de;1983M09;507
14 Murcia, Región de;1983M08;580
14 Murcia, Región de;1983M07;592
14 Murcia, Región de;1983M06;568
14 Murcia, Región de;1983M05;604
14 Murcia, Región de;1983M04;636
14 Murcia, Región de;1983M03;759
14 Murcia, Región de;1983M02;829
14 Murcia, Región de;1983M01;946
14 Murcia, Región de;1982M12;815
14 Murcia, Región de;1982M11;605
14 Murcia, Región de;1982M10;629
14 Murcia, Región de;1982M09;530
14 Murcia, Región de;1982M08;555
14 Murcia, Región de;1982M07;632
14 Murcia, Región de;1982M06;600
14 Murcia, Región de;1982M05;609
14 Murcia, Región de;1982M04;587
14 Murcia, Región de;1982M03;628
14 Murcia, Región de;1982M02;598
14 Murcia, Región de;1982M01;699
14 Murcia, Región de;1981M12;668
14 Murcia, Región de;1981M11;602
14 Murcia, Región de;1981M10;528
14 Murcia, Región de;1981M09;528
14 Murcia, Región de;1981M08;552
14 Murcia, Región de;1981M07;559
14 Murcia, Región de;1981M06;567
14 Murcia, Región de;1981M05;571
14 Murcia, Región de;1981M04;580
14 Murcia, Región de;1981M03;724
14 Murcia, Región de;1981M02;760
14 Murcia, Región de;1981M01;1023
14 Murcia, Región de;1980M12;848
14 Murcia, Región de;1980M11;674
14 Murcia, Región de;1980M10;565
14 Murcia, Región de;1980M09;496
14 Murcia, Región de;1980M08;592
14 Murcia, Región de;1980M07;560
14 Murcia, Región de;1980M06;599
14 Murcia, Región de;1980M05;591
14 Murcia, Región de;1980M04;584
14 Murcia, Región de;1980M03;676
14 Murcia, Región de;1980M02;651
14 Murcia, Región de;1980M01;725
14 Murcia, Región de;1979M12;733
14 Murcia, Región de;1979M11;649
14 Murcia, Región de;1979M10;578
14 Murcia, Región de;1979M09;514
14 Murcia, Región de;1979M08;634
14 Murcia, Región de;1979M07;655
14 Murcia, Región de;1979M06;516
14 Murcia, Región de;1979M05;596
14 Murcia, Región de;1979M04;609
14 Murcia, Región de;1979M03;672
14 Murcia, Región de;1979M02;627
14 Murcia, Región de;1979M01;705
14 Murcia, Región de;1978M12;734
14 Murcia, Región de;1978M11;683
14 Murcia, Región de;1978M10;592
14 Murcia, Región de;1978M09;498
14 Murcia, Región de;1978M08;752
14 Murcia, Región de;1978M07;616
14 Murcia, Región de;1978M06;601
14 Murcia, Región de;1978M05;617
14 Murcia, Región de;1978M04;605
14 Murcia, Región de;1978M03;646
14 Murcia, Región de;1978M02;634
14 Murcia, Región de;1978M01;793
14 Murcia, Región de;1977M12;730
14 Murcia, Región de;1977M11;592
14 Murcia, Región de;1977M10;535
14 Murcia, Región de;1977M09;547
14 Murcia, Región de;1977M08;518
14 Murcia, Región de;1977M07;512
14 Murcia, Región de;1977M06;547
14 Murcia, Región de;1977M05;594
14 Murcia, Región de;1977M04;843
14 Murcia, Región de;1977M03;724
14 Murcia, Región de;1977M02;584
14 Murcia, Región de;1977M01;686
14 Murcia, Región de;1976M12;732
14 Murcia, Región de;1976M11;653
14 Murcia, Región de;1976M10;567
14 Murcia, Región de;1976M09;466
14 Murcia, Región de;1976M08;540
14 Murcia, Región de;1976M07;550
14 Murcia, Región de;1976M06;562
14 Murcia, Región de;1976M05;553
14 Murcia, Región de;1976M04;647
14 Murcia, Región de;1976M03;735
14 Murcia, Región de;1976M02;675
14 Murcia, Región de;1976M01;763
14 Murcia, Región de;1975M12;729
14 Murcia, Región de;1975M11;644
14 Murcia, Región de;1975M10;559
14 Murcia, Región de;1975M09;535
14 Murcia, Región de;1975M08;574
14 Murcia, Región de;1975M07;634
14 Murcia, Región de;1975M06;550
14 Murcia, Región de;1975M05;572
14 Murcia, Región de;1975M04;606
14 Murcia, Región de;1975M03;664
14 Murcia, Región de;1975M02;597
14 Murcia, Región de;1975M01;935
13 Madrid, Comunidad de;2018M12;4133
13 Madrid, Comunidad de;2018M11;3826
13 Madrid, Comunidad de;2018M10;3651
13 Madrid, Comunidad de;2018M09;335
13 Madrid, Comunidad de;2018M08;3631
13 Madrid, Comunidad de;2018M07;3487
13 Madrid, Comunidad de;2018M06;3718
13 Madrid, Comunidad de;2018M05;3637
13 Madrid, Comunidad de;2018M04;3797
13 Madrid, Comunidad de;2018M03;4311
13 Madrid, Comunidad de;2018M02;41
13 Madrid, Comunidad de;2018M01;4958
13 Madrid, Comunidad de;2017M12;4582
13 Madrid, Comunidad de;2017M11;3782
13 Madrid, Comunidad de;2017M10;3765
13 Madrid, Comunidad de;2017M09;341
13 Madrid, Comunidad de;2017M08;3494
13 Madrid, Comunidad de;2017M07;3682
13 Madrid, Comunidad de;2017M06;3751
13 Madrid, Comunidad de;2017M05;3684
13 Madrid, Comunidad de;2017M04;3674
13 Madrid, Comunidad de;2017M03;3945
13 Madrid, Comunidad de;2017M02;4146
13 Madrid, Comunidad de;2017M01;5154
13 Madrid, Comunidad de;2016M12;4145
13 Madrid, Comunidad de;2016M11;3668
13 Madrid, Comunidad de;2016M10;3545
13 Madrid, Comunidad de;2016M09;3307
13 Madrid, Comunidad de;2016M08;3624
13 Madrid, Comunidad de;2016M07;3756
13 Madrid, Comunidad de;2016M06;357
13 Madrid, Comunidad de;2016M05;3619
13 Madrid, Comunidad de;2016M04;3644
13 Madrid, Comunidad de;2016M03;4189
13 Madrid, Comunidad de;2016M02;3837
13 Madrid, Comunidad de;2016M01;4162
13 Madrid, Comunidad de;2015M12;3873
13 Madrid, Comunidad de;2015M11;3544
13 Madrid, Comunidad de;2015M10;3509
13 Madrid, Comunidad de;2015M09;3167
13 Madrid, Comunidad de;2015M08;3435
13 Madrid, Comunidad de;2015M07;4544
13 Madrid, Comunidad de;2015M06;3538
13 Madrid, Comunidad de;2015M05;3655
13 Madrid, Comunidad de;2015M04;3655
13 Madrid, Comunidad de;2015M03;4023
13 Madrid, Comunidad de;2015M02;4605
13 Madrid, Comunidad de;2015M01;5311
13 Madrid, Comunidad de;2014M12;4012
13 Madrid, Comunidad de;2014M11;3639
13 Madrid, Comunidad de;2014M10;3572
13 Madrid, Comunidad de;2014M09;3082
13 Madrid, Comunidad de;2014M08;3231
13 Madrid, Comunidad de;2014M07;3431
13 Madrid, Comunidad de;2014M06;3285
13 Madrid, Comunidad de;2014M05;3477
13 Madrid, Comunidad de;2014M04;3525
13 Madrid, Comunidad de;2014M03;3779
13 Madrid, Comunidad de;2014M02;3612
13 Madrid, Comunidad de;2014M01;4419
13 Madrid, Comunidad de;2013M12;3967
13 Madrid, Comunidad de;2013M11;3678
13 Madrid, Comunidad de;2013M10;3421
13 Madrid, Comunidad de;2013M09;3156
13 Madrid, Comunidad de;2013M08;331
13 Madrid, Comunidad de;2013M07;3531
13 Madrid, Comunidad de;2013M06;3368
13 Madrid, Comunidad de;2013M05;3394
13 Madrid, Comunidad de;2013M04;3456
13 Madrid, Comunidad de;2013M03;3755
13 Madrid, Comunidad de;2013M02;347
13 Madrid, Comunidad de;2013M01;3887
13 Madrid, Comunidad de;2012M12;3716
13 Madrid, Comunidad de;2012M11;3475
13 Madrid, Comunidad de;2012M10;3271
13 Madrid, Comunidad de;2012M09;2987
13 Madrid, Comunidad de;2012M08;3284
13 Madrid, Comunidad de;2012M07;3278
13 Madrid, Comunidad de;2012M06;3208
13 Madrid, Comunidad de;2012M05;3531
13 Madrid, Comunidad de;2012M04;3561
13 Madrid, Comunidad de;2012M03;3957
13 Madrid, Comunidad de;2012M02;3961
13 Madrid, Comunidad de;2012M01;457
13 Madrid, Comunidad de;2011M12;3902
13 Madrid, Comunidad de;2011M11;352
13 Madrid, Comunidad de;2011M10;3585
13 Madrid, Comunidad de;2011M09;307
13 Madrid, Comunidad de;2011M08;3272
13 Madrid, Comunidad de;2011M07;3252
13 Madrid, Comunidad de;2011M06;3258
13 Madrid, Comunidad de;2011M05;3344
13 Madrid, Comunidad de;2011M04;3322
13 Madrid, Comunidad de;2011M03;3669
